2      34.8889        35.94           -1
1      49.3943         77.3           -1
1      24.7059        50.53           -1
0  0  0  0
0  0  0  0
0  0  0  0
2      59.3878         52.6           -1
2      47.4938        33.76           -1
2      45.1312        37.45           -1
1       12.584        42.25           -1
1      45.9136        67.38           -1
1       51.448        76.16           -1
1      50.6175        76.52           -1
0  0  0  0
0  0  0  0
2      70.1167        56.13           -1
2       76.627        67.76           -1
1      46.8833        73.09           -1
1      39.5441        64.07           -1
1      71.0077        94.43           -1
0  0  0  0
0  0  0  0
0  0  0  0
0  0  0  0
0  0  0  0
0  0  0  0
2      53.3718        41.65           -1
1      18.3887        37.97           -1
2      46.4397        32.85           -1
2      83.3739        75.44           -1
2      66.7859        55.09           -1
2      36.4582        29.72           -1
0  0  0  0
1      51.5527         75.4           -1
2      69.1003        61.43           -1
0  0  0  0
0  0  0  0
0  0  0  0
0  0  0  0
0  0  0  0
1      40.2853        69.24           -1
1      16.9576        40.69           -1
1      38.1276        71.83           -1
1      21.4584        47.84           -1
1      47.5592        77.47           -1
1      12.7478        40.36           -1
2      78.9556         72.4           -1
0  0  0  0
0  0  0  0
0  0  0  0
0  0  0  0
1       42.098         71.5           -1
1      36.2031        66.75           -1
2      44.2409        40.92           -1
2      36.4766        31.88           -1
2      61.4908        51.69           -1
0  0  0  0
0  0  0  0
0  0  0  0
0  0  0  0
0  0  0  0
0  0  0  0
1      48.3867        81.05           -1
0  0  0  0
2      86.6422        71.88           -1
2      55.9233        52.46           -1
2      28.8256        12.59           -1
2      77.1924        68.34           -1
2      59.5948         42.4           -1
0  0  0  0
0  0  0  0
0  0  0  0
1      47.3853        84.23           -1
1      18.4037        44.05           -1
2      55.4937        44.91           -1
1      34.0514        50.69           -1
1      16.5371        46.46           -1
1      70.5276        98.45           -1
1      44.3499        81.41           -1
0  0  0  0
2      57.5867        47.31           -1
2      33.6972        23.27           -1
2      70.1967        56.71           -1
2      49.5207         32.2           -1
1       81.9936           110            -1
0  0  0  0
0  0  0  0
0  0  0  0
0  0  0  0
2      88.4728         78.1           -1
