2       72.243        58.58           -1
1      45.4946         67.9           -1
1       37.998        59.31           -1
0  0  0  0
0  0  0  0
0  0  0  0
2       44.541        38.66           -1
2      47.7029        36.71           -1
2      70.1167        56.13           -1
1      50.7082        79.27           -1
1      58.6759        81.13           -1
1      31.7498        57.65           -1
1      40.1108        67.94           -1
0  0  0  0
0  0  0  0
2      46.7257        34.47           -1
2      65.9549        57.97           -1
1      19.5854        49.02           -1
1      26.7437        60.18           -1
1       9.4907        36.93           -1
0  0  0  0
0  0  0  0
0  0  0  0
0  0  0  0
0  0  0  0
0  0  0  0
2      63.4243        57.08           -1
1      52.2033         84.3           -1
2      70.1967        56.71           -1
2      72.3264        64.16           -1
2      48.4679        34.41           -1
2      62.3103        51.61           -1
0  0  0  0
1      38.1276        71.83           -1
2      68.0779        58.87           -1
0  0  0  0
0  0  0  0
0  0  0  0
0  0  0  0
0  0  0  0
1      31.8807        64.76           -1
1      36.5207        65.45           -1
1      24.1494        53.87           -1
1      33.3184        64.14           -1
1       5.2858        38.36           -1
1      25.7836        49.41           -1
2      30.7538        17.24           -1
0  0  0  0
0  0  0  0
0  0  0  0
0  0  0  0
1      18.4037        44.05           -1
1      17.9343        44.21           -1
2      81.5474        72.33           -1
2      69.0061        61.64           -1
2      75.7908           64           -1
0  0  0  0
0  0  0  0
0  0  0  0
0  0  0  0
0  0  0  0
0  0  0  0
1      39.7834        65.26           -1
0  0  0  0
2      66.3039        48.89           -1
2      46.3076        38.43           -1
2      43.3594        36.82           -1
2      62.6809        48.43           -1
2      35.6062        26.36           -1
0  0  0  0
0  0  0  0
0  0  0  0
1      43.6167        68.12           -1
1      13.1511        46.17           -1
2      40.2853        28.21           -1
1       51.826        84.62           -1
1      56.4374        87.53           -1
1      68.3753        94.64           -1
1      39.5441        64.07           -1
0  0  0  0
2      73.7466        66.13           -1
2      72.8882        67.67           -1
2      38.6345        22.01           -1
2      54.9409        49.86           -1
1      59.1655        89.65           -1
0  0  0  0
0  0  0  0
0  0  0  0
0  0  0  0
2      65.1874        59.03           -1
