2      35.8647        33.68           -1
1      34.0411        58.67           -1
1      39.7285         62.9           -1
0  0  0  0
0  0  0  0
0  0  0  0
2      47.2738        37.93           -1
2      62.0136        57.61           -1
2      44.0006         28.5           -1
1      47.2844        74.84           -1
1      34.1932        65.29           -1
1      27.0394         45.8           -1
1       36.456         63.7           -1
0  0  0  0
0  0  0  0
2      54.0355         47.2           -1
2      80.1293        73.45           -1
1      33.5236         64.1           -1
1       37.998        59.31           -1
1      47.9293        82.78           -1
0  0  0  0
0  0  0  0
0  0  0  0
0  0  0  0
0  0  0  0
0  0  0  0
2      88.4728         78.1           -1
1      48.8245        76.87           -1
2      63.6154        55.37           -1
2      37.4075        33.64           -1
2      75.8848        65.97           -1
2      52.9513        44.87           -1
0  0  0  0
1      50.3483        75.63           -1
2      81.5474        72.33           -1
0  0  0  0
0  0  0  0
0  0  0  0
0  0  0  0
0  0  0  0
1      42.2389        69.72           -1
1      27.9441        59.05           -1
1      50.9588        74.19           -1
1      18.3887        37.97           -1
1      45.9136        67.38           -1
1      50.5153        77.75           -1
2       32.553        22.25           -1
0  0  0  0
0  0  0  0
0  0  0  0
0  0  0  0
1      19.5854        49.02           -1
1      37.7828        69.64           -1
2       56.837        49.99           -1
2      58.3022        54.23           -1
2      56.5129        49.18           -1
0  0  0  0
0  0  0  0
0  0  0  0
0  0  0  0
0  0  0  0
0  0  0  0
1      60.9712        82.73           -1
0  0  0  0
2      54.9409        49.86           -1
2      67.1665        51.86           -1
2      35.1194        20.17           -1
2       44.541        38.66           -1
2      46.6118        34.09           -1
0  0  0  0
0  0  0  0
0  0  0  0
1      31.8789        56.87           -1
1      47.3853        84.23           -1
2      73.7822        64.54           -1
1      72.8519        99.62           -1
1      20.7811        46.42           -1
1      38.0152        71.67           -1
1      31.5337        55.97           -1
0  0  0  0
2      76.1004        63.91           -1
2      68.6564        54.96           -1
2      63.0976        48.94           -1
2      61.4908        51.69           -1
1      40.4538        64.66           -1
0  0  0  0
0  0  0  0
0  0  0  0
0  0  0  0
2      17.6361        10.04           -1
