2      57.9974        40.21           -1
1       51.144        75.73           -1
1      49.3943         77.3           -1
0  0  0  0
0  0  0  0
0  0  0  0
2      74.1461        58.82           -1
2      71.6678         63.2           -1
2      73.7466        66.13           -1
1      23.3101        50.51           -1
1       77.7847        100.34            -1
1      22.9459        51.96           -1
1      47.1702        68.49           -1
0  0  0  0
0  0  0  0
2      35.8647        33.68           -1
2      43.9139        39.63           -1
1      50.5153        77.75           -1
1      34.8669        64.96           -1
1      40.9094        67.25           -1
0  0  0  0
0  0  0  0
0  0  0  0
0  0  0  0
0  0  0  0
0  0  0  0
2      17.4043           10           -1
1      63.6909         86.5           -1
2      55.4937        44.91           -1
2       72.243        58.58           -1
2      56.1614        52.01           -1
2      54.2822        44.23           -1
0  0  0  0
1      18.9522        53.75           -1
2      51.1817        45.26           -1
0  0  0  0
0  0  0  0
0  0  0  0
0  0  0  0
0  0  0  0
1      56.9653        89.43           -1
1      55.4575        88.62           -1
1      14.8837        44.29           -1
1      37.0545        63.87           -1
1      48.0659        74.42           -1
1       6.6437        30.57           -1
2      60.4026        52.52           -1
0  0  0  0
0  0  0  0
0  0  0  0
0  0  0  0
1      39.1275         64.4           -1
1      25.6705        53.38           -1
2      42.3011        41.85           -1
2      40.5037        24.71           -1
2      82.3695        74.02           -1
0  0  0  0
0  0  0  0
0  0  0  0
0  0  0  0
0  0  0  0
0  0  0  0
1      45.4312        68.75           -1
0  0  0  0
2      62.0136        57.61           -1
2      46.2769         37.9           -1
2      66.5339        63.51           -1
2      54.0355         47.2           -1
2       71.103        62.19           -1
0  0  0  0
0  0  0  0
0  0  0  0
1       40.189        61.67           -1
1      50.2294        78.74           -1
2      67.6873         56.3           -1
1      18.6775        57.31           -1
1      28.0956         59.2           -1
1      17.8844        50.45           -1
1       45.293        71.33           -1
0  0  0  0
2      37.0253        27.67           -1
2      37.4075        33.64           -1
2      88.2964        77.57           -1
2      31.9414        26.35           -1
1      33.6888        63.56           -1
0  0  0  0
0  0  0  0
0  0  0  0
0  0  0  0
2      78.3957        70.24           -1
