2      41.5394        39.72           -1
1      19.5854        49.02           -1
1      34.8669        64.96           -1
0  0  0  0
0  0  0  0
0  0  0  0
2      33.6972        23.27           -1
2      67.6873         56.3           -1
2      38.2322        31.21           -1
1      40.0659         68.2           -1
1      49.3943         77.3           -1
1      22.4794        46.49           -1
1      38.6062        68.14           -1
0  0  0  0
0  0  0  0
2      20.9764        16.64           -1
2      47.1334        36.88           -1
1       18.265        43.64           -1
1      39.9098        69.64           -1
1       40.468        60.69           -1
0  0  0  0
0  0  0  0
0  0  0  0
0  0  0  0
0  0  0  0
0  0  0  0
2      60.8297        48.39           -1
1      31.5337        55.97           -1
2      69.0061        61.64           -1
2      82.3695        74.02           -1
2      54.2822        44.23           -1
2      38.2651        35.77           -1
0  0  0  0
1      13.0678        41.07           -1
2      35.5315        24.82           -1
0  0  0  0
0  0  0  0
0  0  0  0
0  0  0  0
0  0  0  0
1      41.3016        64.48           -1
1      46.9278         76.7           -1
1      39.5441        64.07           -1
1      55.7939        74.31           -1
1      70.9105        93.21           -1
1      37.4821        56.49           -1
2      29.9151        25.19           -1
0  0  0  0
0  0  0  0
0  0  0  0
0  0  0  0
1      42.3536        68.72           -1
1      48.2305        72.34           -1
2      66.7859        55.09           -1
2      81.5474        72.33           -1
2      35.1194        20.17           -1
0  0  0  0
0  0  0  0
0  0  0  0
0  0  0  0
0  0  0  0
0  0  0  0
1      55.4622        83.87           -1
0  0  0  0
2      76.3418        70.16           -1
2      74.3992        62.29           -1
2      87.9813        77.11           -1
2      41.8753        28.71           -1
2      63.4226         55.5           -1
0  0  0  0
0  0  0  0
0  0  0  0
1      38.4109        71.32           -1
1      47.9293        82.78           -1
2      33.2291        17.57           -1
1      72.8519        99.62           -1
1      33.4798        59.57           -1
1      38.2574        71.19           -1
1      49.1325           80           -1
0  0  0  0
2      66.0526        54.01           -1
2      36.2911        29.09           -1
2        51.53        49.16           -1
2       71.528         61.9           -1
1      44.3499        81.41           -1
0  0  0  0
0  0  0  0
0  0  0  0
0  0  0  0
2      62.6809        48.43           -1
