2      40.5037        24.71           -1
1      24.2069        51.29           -1
1      38.2574        71.19           -1
0  0  0  0
0  0  0  0
0  0  0  0
2      75.7908           64           -1
2      78.9556         72.4           -1
2      60.0296        51.04           -1
1      40.2757        68.74           -1
1      34.1932        65.29           -1
1        61.29        85.47           -1
1      18.9522        53.75           -1
0  0  0  0
0  0  0  0
2      75.7607        70.01           -1
2      44.6629        41.17           -1
1      31.7498        57.65           -1
1      50.0105        81.63           -1
1      39.9098        69.64           -1
0  0  0  0
0  0  0  0
0  0  0  0
0  0  0  0
0  0  0  0
0  0  0  0
2      66.1223        57.95           -1
1      10.7928         44.2           -1
2      64.7116        54.17           -1
2      37.0253        27.67           -1
2      60.9924        61.14           -1
2      47.8632        33.15           -1
0  0  0  0
1       11.713        41.01           -1
2      79.8104        68.96           -1
0  0  0  0
0  0  0  0
0  0  0  0
0  0  0  0
0  0  0  0
1      38.9093        72.67           -1
1      26.1226        50.33           -1
1       51.826        84.62           -1
1      25.2976        55.43           -1
1      33.6888        63.56           -1
1      31.5337        55.97           -1
2      82.3695        74.02           -1
0  0  0  0
0  0  0  0
0  0  0  0
0  0  0  0
1      39.1275         64.4           -1
1      27.7609        53.41           -1
2       66.083        46.61           -1
2      29.9151        25.19           -1
2       67.851        56.52           -1
0  0  0  0
0  0  0  0
0  0  0  0
0  0  0  0
0  0  0  0
0  0  0  0
1      13.6307        41.59           -1
0  0  0  0
2      55.1388        40.86           -1
2      51.8177        44.64           -1
2      52.9513        44.87           -1
2      69.0061        61.64           -1
2      67.8653        60.93           -1
0  0  0  0
0  0  0  0
0  0  0  0
1      38.1276        71.83           -1
1      40.1108        67.94           -1
2      74.8969        66.57           -1
1      33.9995        60.31           -1
1      54.1167        80.05           -1
1       55.461        79.68           -1
1      31.8807        64.76           -1
0  0  0  0
2      77.7228        63.66           -1
2      49.0653        48.02           -1
2      65.6923        54.62           -1
2      62.3103        51.61           -1
1       79.0734        106.46            -1
0  0  0  0
0  0  0  0
0  0  0  0
0  0  0  0
2      44.2409        40.92           -1
