2      59.3878         52.6           -1
1      58.6281        82.54           -1
1      40.1362        63.88           -1
0  0  0  0
0  0  0  0
0  0  0  0
2         83.3        73.97           -1
2      69.0061        61.64           -1
2      55.9233        52.46           -1
1      45.9811        82.59           -1
1      58.6759        81.13           -1
1      48.0659        74.42           -1
1      36.5207        65.45           -1
0  0  0  0
0  0  0  0
2      59.1094        52.35           -1
2      71.6678         63.2           -1
1      41.2181        61.42           -1
1      37.4821        56.49           -1
1      62.7148         88.5           -1
0  0  0  0
0  0  0  0
0  0  0  0
0  0  0  0
0  0  0  0
0  0  0  0
2      63.4243        57.08           -1
1      50.5198         74.7           -1
2      64.8085         57.8           -1
2      61.3372        57.48           -1
2      72.2148        53.32           -1
2      64.7096        59.35           -1
0  0  0  0
1      48.3867        81.05           -1
2      35.1194        20.17           -1
0  0  0  0
0  0  0  0
0  0  0  0
0  0  0  0
0  0  0  0
1      70.9386        93.95           -1
1      58.7238        82.65           -1
1      37.5967        67.02           -1
1      39.0081        73.16           -1
1       11.713        41.01           -1
1      41.8451        68.76           -1
2      33.6972        23.27           -1
0  0  0  0
0  0  0  0
0  0  0  0
0  0  0  0
1      26.7437        60.18           -1
1      41.3016        64.48           -1
2       87.741        78.97           -1
2      67.4366        55.45           -1
2      47.4938        33.76           -1
0  0  0  0
0  0  0  0
0  0  0  0
0  0  0  0
0  0  0  0
0  0  0  0
1      49.3943         77.3           -1
0  0  0  0
2      60.4026        52.52           -1
2      66.7859        55.09           -1
2      65.4789        54.09           -1
2      43.3594        36.82           -1
2      52.7822        43.18           -1
0  0  0  0
0  0  0  0
0  0  0  0
1      40.0659         68.2           -1
1      43.8909        64.21           -1
2      82.2961        77.42           -1
1       36.456         63.7           -1
1      68.3753        94.64           -1
1      26.5458        52.82           -1
1      32.3937        60.59           -1
0  0  0  0
2      35.9651        31.99           -1
2       71.103        62.19           -1
2      83.3496        73.69           -1
2      55.1388        40.86           -1
1      39.9098        69.64           -1
0  0  0  0
0  0  0  0
0  0  0  0
0  0  0  0
2      81.5384        67.84           -1
