324988.0407	WAITING...
324998.187	START_LOOP
324998.1907	*****
324998.1912	COASTER
325001.3397	FEEDBACK
325002.3699	ITI
325002.8814	*****
325002.8826	COASTER
325005.9882	FEEDBACK
325007.0012	ITI
325007.5141	*****
325007.5152	COASTER
325010.6044	FEEDBACK
325011.6174	ITI
325012.1303	*****
325012.1314	COASTER
325015.2207	FEEDBACK
325016.2336	ITI
325016.7465	*****
325016.7477	COASTER
325019.8369	FEEDBACK
325020.8493	ITI
325021.3618	*****
325021.3629	COASTER
325024.4531	FEEDBACK
325025.466	ITI
325025.9789	*****
325025.9801	COASTER
325029.0695	FEEDBACK
325030.0822	ITI
325030.5951	*****
325030.5963	COASTER
325033.6855	FEEDBACK
325034.6986	ITI
325035.2113	*****
325035.2125	COASTER
325038.3011	FEEDBACK
325039.3147	ITI
325039.8276	*****
325039.8287	COASTER
325042.918	FEEDBACK
325043.9309	ITI
325044.444	*****
325044.4445	COASTER
325047.5343	FEEDBACK
325048.5471	ITI
325049.06	*****
325049.0611	COASTER
325052.1504	FEEDBACK
325053.1633	ITI
325053.6762	*****
325053.6773	COASTER
325056.7666	FEEDBACK
325057.7795	ITI
325058.2924	*****
325058.2936	COASTER
325061.3828	FEEDBACK
325062.3948	ITI
325062.9086	*****
325062.9098	COASTER
325065.999	FEEDBACK
325067.012	ITI
325067.5246	*****
325067.5251	COASTER
325070.6154	FEEDBACK
325071.6282	ITI
325072.141	*****
325072.1422	COASTER
325075.2314	FEEDBACK
325076.2444	ITI
325076.7573	*****
325076.7585	COASTER
325079.8478	FEEDBACK
325080.8601	ITI
325081.3734	*****
325081.3739	COASTER
325084.4639	FEEDBACK
325085.4768	ITI
325085.9897	*****
325085.9908	COASTER
325089.0801	FEEDBACK
325090.093	ITI
325090.6059	*****
325090.607	COASTER
325093.6964	FEEDBACK
325094.7089	ITI
325095.2221	*****
325095.2232	COASTER
325098.3125	FEEDBACK
325099.3254	ITI
325099.8384	*****
325099.8395	COASTER
325102.9277	FEEDBACK
325103.9417	ITI
325104.4545	*****
325104.4551	COASTER
325107.5449	FEEDBACK
325108.5579	ITI
325109.0699	*****
325109.0711	COASTER
325112.1613	FEEDBACK
325113.1741	ITI
325113.687	*****
325113.6881	COASTER
325116.7766	FEEDBACK
325117.7903	ITI
325118.3031	*****
325118.3042	COASTER
325121.3936	FEEDBACK
325122.4065	ITI
325122.9194	*****
325122.9205	COASTER
325126.0098	FEEDBACK
325127.0227	ITI
325127.5356	*****
325127.5367	COASTER
325130.6252	FEEDBACK
325131.6389	ITI
325132.1518	*****
325132.1529	COASTER
325135.2422	FEEDBACK
325136.2542	ITI
325136.768	*****
325136.7692	COASTER
325139.8584	FEEDBACK
325140.8714	ITI
325141.3844	*****
325141.3856	COASTER
325144.474	FEEDBACK
325145.4876	ITI
325146.0005	*****
325146.0016	COASTER
325149.0908	FEEDBACK
325150.1038	ITI
325150.6167	*****
325150.6178	COASTER
325153.7069	FEEDBACK
325154.72	ITI
325155.2329	*****
325155.2334	COASTER
325158.3234	FEEDBACK
325159.3363	ITI
325159.8493	*****
325159.8503	COASTER
325162.9395	FEEDBACK
325163.9524	ITI
325164.4653	*****
325164.4658	COASTER
325167.5557	FEEDBACK
325168.5686	ITI
325169.0817	*****
325169.0828	COASTER
325172.1717	FEEDBACK
325173.1848	ITI
325173.6977	*****
325173.6989	COASTER
325176.7876	FEEDBACK
325177.8011	ITI
325178.314	*****
325178.3151	COASTER
325181.4042	FEEDBACK
325182.4173	ITI
325182.9298	*****
325182.931	COASTER
325186.0201	FEEDBACK
325187.0335	ITI
325187.5455	*****
325187.5467	COASTER
325190.6368	FEEDBACK
325191.6498	ITI
325192.1626	*****
325192.1637	COASTER
325195.253	FEEDBACK
325196.2659	ITI
325196.7788	*****
325196.7799	COASTER
325199.8692	FEEDBACK
325200.8819	ITI
325201.3947	*****
325201.3959	COASTER
325204.4854	FEEDBACK
325205.4983	ITI
325206.0112	*****
325206.0124	COASTER
325209.1016	FEEDBACK
325210.1145	ITI
325210.6274	*****
325210.6286	COASTER
325213.7179	FEEDBACK
325214.7308	ITI
325215.2436	*****
325215.2448	COASTER
325218.334	FEEDBACK
325219.347	ITI
325219.8598	*****
325219.8604	COASTER
325222.9504	FEEDBACK
325223.9632	ITI
325224.4757	*****
325224.4768	COASTER
325227.5666	FEEDBACK
325228.5794	ITI
325229.0923	*****
325229.0934	COASTER
325232.1828	FEEDBACK
325233.1956	ITI
325233.7087	*****
325233.7098	COASTER
325236.7989	FEEDBACK
325237.8118	ITI
325238.3247	*****
325238.3258	COASTER
325241.4151	FEEDBACK
325242.428	ITI
325242.9411	*****
325242.9422	COASTER
325246.0313	FEEDBACK
325247.0443	ITI
325247.5568	*****
325247.5579	COASTER
