1	tree21.jpg	w	0	0.000000		0.000000	0.000000	0.000000	0.000000	0.000000	
2	tree29.jpg	w	0	0.000000		0.000000	0.000000	0.000000	0.000000	0.000000	
3	tree5.jpg	q	0	0.000000		0.000000	0.000000	0.000000	0.000000	0.000000	
4	tree21.jpg	w	0	0.000000		0.000000	0.000000	0.000000	0.000000	0.000000	
5	tree5.jpg	q	0	0.000000		0.000000	0.000000	0.000000	0.000000	0.000000	
6	tree36.jpg	w	0	0.000000		0.000000	0.000000	0.000000	0.000000	0.000000	
7	tree36.jpg	w	0	0.000000		0.000000	0.000000	0.000000	0.000000	0.000000	
8	tree18.jpg	q	0	0.000000		0.000000	0.000000	0.000000	0.000000	0.000000	
9	tree29.jpg	w	0	0.000000		0.000000	0.000000	0.000000	0.000000	0.000000	
10	tree18.jpg	q	0	0.000000		0.000000	0.000000	0.000000	0.000000	0.000000	
