178519.2224	WAITING...
178529.37	START_LOOP
178529.3737	*****
178529.3741	COASTER
178532.9885	FEEDBACK
178534.0178	ITI
178534.546	*****
178534.5471	COASTER
178537.6363	FEEDBACK
178538.6491	ITI
178539.162	*****
178539.1632	COASTER
178542.2524	FEEDBACK
178543.2654	ITI
178543.7781	*****
178543.7787	COASTER
178546.8686	FEEDBACK
178547.8817	ITI
178548.3945	*****
178548.3956	COASTER
178551.4848	FEEDBACK
178552.4978	ITI
178553.0107	*****
178553.0118	COASTER
178556.101	FEEDBACK
178557.1141	ITI
178557.627	*****
178557.6282	COASTER
178560.7174	FEEDBACK
178561.7303	ITI
178562.2431	*****
178562.2437	COASTER
178565.3335	FEEDBACK
178566.3464	ITI
178566.8593	*****
178566.8598	COASTER
178569.9497	FEEDBACK
178570.9627	ITI
178571.4755	*****
178571.4767	COASTER
178574.5659	FEEDBACK
178575.5788	ITI
178576.0919	*****
178576.093	COASTER
178579.1823	FEEDBACK
178580.1951	ITI
178580.7079	*****
178580.7091	COASTER
178583.7985	FEEDBACK
178584.8113	ITI
178585.3233	*****
178585.3244	COASTER
178588.4147	FEEDBACK
178589.4275	ITI
178589.9404	*****
178589.9415	COASTER
178593.0307	FEEDBACK
178594.0437	ITI
178594.5566	*****
178594.5577	COASTER
178597.6469	FEEDBACK
178598.6599	ITI
178599.1728	*****
178599.1739	COASTER
178602.2632	FEEDBACK
178603.2763	ITI
178603.789	*****
178603.7902	COASTER
178606.8794	FEEDBACK
178607.8923	ITI
178608.4052	*****
178608.4063	COASTER
178611.4956	FEEDBACK
178612.5086	ITI
178613.0214	*****
178613.0226	COASTER
178616.112	FEEDBACK
178617.1248	ITI
178617.6376	*****
178617.6388	COASTER
178620.728	FEEDBACK
178621.741	ITI
178622.2539	*****
178622.255	COASTER
178625.3442	FEEDBACK
178626.3572	ITI
178626.8702	*****
178626.8708	COASTER
178629.9606	FEEDBACK
178630.9734	ITI
178631.4863	*****
178631.4874	COASTER
178634.5602	FEEDBACK
178635.573	ITI
178636.0859	*****
178636.0865	COASTER
178639.1764	FEEDBACK
178640.1893	ITI
178640.7021	*****
178640.7026	COASTER
178643.7926	FEEDBACK
178644.8054	ITI
178645.3183	*****
178645.3194	COASTER
178648.4087	FEEDBACK
178649.4217	ITI
178649.9345	*****
178649.9357	COASTER
178653.0249	FEEDBACK
178654.0377	ITI
178654.5507	*****
178654.5519	COASTER
178657.6411	FEEDBACK
178658.6542	ITI
178659.1669	*****
178659.1681	COASTER
178662.2407	FEEDBACK
178663.2537	ITI
178663.7667	*****
178663.7679	COASTER
178666.857	FEEDBACK
178667.8699	ITI
178668.3828	*****
178668.3839	COASTER
