191008.0483	WAITING...
191018.2002	START_LOOP
191018.2038	*****
191018.2042	COASTER
191021.338	FEEDBACK
191022.3672	ITI
191022.8954	*****
191022.8966	COASTER
191025.9856	FEEDBACK
191026.9985	ITI
191027.5114	*****
191027.5125	COASTER
191030.6018	FEEDBACK
191031.6139	ITI
191032.1278	*****
191032.1283	COASTER
191035.218	FEEDBACK
191036.231	ITI
191036.7438	*****
191036.7444	COASTER
191039.8177	FEEDBACK
191040.8305	ITI
191041.3435	*****
191041.3446	COASTER
191044.434	FEEDBACK
191045.4469	ITI
191045.9597	*****
191045.9608	COASTER
191049.05	FEEDBACK
191050.063	ITI
191050.5759	*****
191050.577	COASTER
191053.6663	FEEDBACK
191054.6788	ITI
191055.1919	*****
191055.193	COASTER
191058.2825	FEEDBACK
191059.2954	ITI
191059.8083	*****
191059.8094	COASTER
191062.8987	FEEDBACK
191063.9116	ITI
191064.4246	*****
191064.4257	COASTER
191067.5149	FEEDBACK
191068.5278	ITI
191069.0407	*****
191069.0413	COASTER
191072.1146	FEEDBACK
191073.1274	ITI
191073.6403	*****
191073.6414	COASTER
191076.7309	FEEDBACK
191077.7437	ITI
191078.2567	*****
191078.2578	COASTER
191081.3469	FEEDBACK
191082.3599	ITI
191082.8727	*****
191082.8739	COASTER
191085.9633	FEEDBACK
191086.9761	ITI
191087.4887	*****
191087.4899	COASTER
191090.5794	FEEDBACK
191091.5922	ITI
191092.1052	*****
191092.1063	COASTER
191095.1956	FEEDBACK
191096.2077	ITI
191096.7214	*****
191096.7225	COASTER
191099.8118	FEEDBACK
191100.8247	ITI
191101.3376	*****
191101.3387	COASTER
191104.428	FEEDBACK
191105.4409	ITI
191105.9538	*****
191105.955	COASTER
191109.0442	FEEDBACK
191110.0572	ITI
191110.5707	*****
191110.5718	COASTER
191113.6604	FEEDBACK
191114.6736	ITI
191115.1863	*****
191115.1868	COASTER
191118.2601	FEEDBACK
191119.273	ITI
191119.7861	*****
191119.7865	COASTER
191122.8598	FEEDBACK
191123.8727	ITI
191124.3855	*****
191124.3866	COASTER
191127.4759	FEEDBACK
191128.4882	ITI
191129.0017	*****
191129.0028	COASTER
191132.092	FEEDBACK
191133.105	ITI
191133.6179	*****
191133.619	COASTER
191136.7088	FEEDBACK
191137.7213	ITI
191138.2341	*****
191138.2353	COASTER
191141.3411	FEEDBACK
191142.354	ITI
191142.8667	*****
191142.8678	COASTER
191145.9573	FEEDBACK
191146.9702	ITI
191147.4831	*****
191147.4842	COASTER
191150.5737	FEEDBACK
191151.5865	ITI
191152.0995	*****
191152.1007	COASTER
191155.1897	FEEDBACK
191156.2027	ITI
191156.7157	*****
191156.7168	COASTER
191159.8059	FEEDBACK
191160.8187	ITI
191161.332	*****
191161.3331	COASTER
191164.422	FEEDBACK
191165.4345	ITI
191165.948	*****
191165.9491	COASTER
191169.0384	FEEDBACK
191170.0512	ITI
191170.5642	*****
191170.5646	COASTER
191173.6546	FEEDBACK
191174.6676	ITI
191175.1805	*****
191175.1816	COASTER
191178.2708	FEEDBACK
191179.2839	ITI
191179.7967	*****
191179.7972	COASTER
191182.8704	FEEDBACK
191183.8834	ITI
191184.3956	*****
191184.3967	COASTER
191187.4702	FEEDBACK
191188.483	ITI
191188.9958	*****
191188.997	COASTER
191192.0864	FEEDBACK
191193.0992	ITI
191193.6123	*****
191193.6134	COASTER
191196.7025	FEEDBACK
191197.7154	ITI
191198.2283	*****
191198.2294	COASTER
191201.3186	FEEDBACK
191202.3316	ITI
191202.8445	*****
191202.8456	COASTER
191205.9349	FEEDBACK
191206.9478	ITI
191207.4607	*****
191207.4618	COASTER
191210.5346	FEEDBACK
191211.5474	ITI
191212.0605	*****
191212.0617	COASTER
191215.1502	FEEDBACK
191216.1636	ITI
191216.6765	*****
191216.6777	COASTER
191219.7669	FEEDBACK
191220.7798	ITI
191221.2927	*****
191221.2939	COASTER
191224.3833	FEEDBACK
191225.3961	ITI
191225.9086	*****
191225.9098	COASTER
191228.9993	FEEDBACK
191230.0123	ITI
191230.5251	*****
191230.5263	COASTER
191233.6155	FEEDBACK
191234.6285	ITI
191235.1414	*****
191235.1425	COASTER
191238.2311	FEEDBACK
191239.2446	ITI
191239.7576	*****
191239.7587	COASTER
191242.848	FEEDBACK
191243.8609	ITI
191244.3738	*****
191244.3749	COASTER
191247.4643	FEEDBACK
191248.4771	ITI
191248.99	*****
191248.9912	COASTER
191252.0804	FEEDBACK
191253.0933	ITI
191253.6062	*****
191253.6073	COASTER
191256.6966	FEEDBACK
191257.7095	ITI
191258.2224	*****
191258.2236	COASTER
191261.3129	FEEDBACK
191262.326	ITI
191262.8386	*****
191262.8397	COASTER
191265.929	FEEDBACK
191266.9412	ITI
191267.4548	*****
191267.456	COASTER
191270.5452	FEEDBACK
191271.5582	ITI
191272.0711	*****
191272.0722	COASTER
191275.1611	FEEDBACK
191276.1744	ITI
191276.6873	*****
191276.6884	COASTER
191279.7767	FEEDBACK
191280.7906	ITI
191281.3035	*****
191281.3047	COASTER
191284.3774	FEEDBACK
191285.3902	ITI
191285.9029	*****
191285.904	COASTER
191288.993	FEEDBACK
191290.0064	ITI
191290.5193	*****
191290.5204	COASTER
