64370.4249	WAITING...
64380.5846	START_LOOP
64380.5883	*****
64380.5886	COASTER
64383.7224	FEEDBACK
64384.7509	ITI
64385.2632	*****
64385.2644	COASTER
64388.3533	FEEDBACK
64389.3665	ITI
64389.8793	*****
64389.8804	COASTER
64392.9697	FEEDBACK
64393.9822	ITI
64394.495	*****
64394.4962	COASTER
64397.5858	FEEDBACK
64398.5988	ITI
64399.1107	*****
64399.1118	COASTER
64402.2021	FEEDBACK
64403.215	ITI
64403.7279	*****
64403.729	COASTER
64406.8182	FEEDBACK
64407.8313	ITI
64408.3441	*****
64408.3453	COASTER
64411.4345	FEEDBACK
64412.4477	ITI
64412.9604	*****
64412.9615	COASTER
64416.051	FEEDBACK
64417.0637	ITI
64417.5766	*****
64417.5772	COASTER
64420.6671	FEEDBACK
64421.68	ITI
64422.1928	*****
64422.1939	COASTER
64425.2832	FEEDBACK
64426.2961	ITI
64426.8091	*****
64426.8095	COASTER
64429.899	FEEDBACK
64430.9124	ITI
64431.4252	*****
64431.4263	COASTER
64434.5156	FEEDBACK
64435.5286	ITI
64436.0417	*****
64436.0429	COASTER
64439.1317	FEEDBACK
64440.1449	ITI
64440.6576	*****
64440.6587	COASTER
64443.7481	FEEDBACK
64444.7611	ITI
64445.2732	*****
64445.2743	COASTER
64448.3644	FEEDBACK
64449.3766	ITI
64449.89	*****
64449.8905	COASTER
64452.9803	FEEDBACK
64453.9926	ITI
64454.5063	*****
64454.5074	COASTER
64457.5966	FEEDBACK
64458.6096	ITI
64459.1226	*****
64459.1237	COASTER
64462.2129	FEEDBACK
64463.2258	ITI
64463.7387	*****
64463.7398	COASTER
64466.8291	FEEDBACK
64467.842	ITI
64468.3549	*****
64468.3561	COASTER
64471.4453	FEEDBACK
64472.4588	ITI
64472.9703	*****
64472.9713	COASTER
64476.0608	FEEDBACK
64477.0747	ITI
64477.5873	*****
64477.5884	COASTER
64480.6777	FEEDBACK
64481.6905	ITI
64482.2037	*****
64482.2048	COASTER
64485.2939	FEEDBACK
64486.3063	ITI
64486.8198	*****
64486.8209	COASTER
64489.9102	FEEDBACK
64490.9231	ITI
64491.436	*****
64491.4372	COASTER
64494.5264	FEEDBACK
64495.5393	ITI
64496.0522	*****
64496.0527	COASTER
64499.1425	FEEDBACK
64500.1556	ITI
64500.6682	*****
64500.6693	COASTER
64503.7587	FEEDBACK
64504.7715	ITI
64505.285	*****
64505.2861	COASTER
64508.375	FEEDBACK
64509.3879	ITI
64509.9002	*****
64509.9007	COASTER
64512.9912	FEEDBACK
64514.0042	ITI
64514.517	*****
64514.5182	COASTER
64517.6076	FEEDBACK
64518.6199	ITI
64519.1332	*****
64519.1343	COASTER
64522.2237	FEEDBACK
64523.2366	ITI
64523.749	*****
64523.7502	COASTER
64526.8388	FEEDBACK
64527.8528	ITI
64528.3657	*****
64528.3668	COASTER
64531.4561	FEEDBACK
64532.469	ITI
64532.9817	*****
64532.9829	COASTER
64536.0558	FEEDBACK
64537.0679	ITI
64537.5816	*****
64537.5827	COASTER
64540.672	FEEDBACK
64541.6849	ITI
64542.1976	*****
64542.1982	COASTER
64545.2882	FEEDBACK
64546.3011	ITI
64546.8139	*****
64546.8151	COASTER
64549.9043	FEEDBACK
64550.9173	ITI
64551.4302	*****
64551.4307	COASTER
64554.5203	FEEDBACK
64555.5332	ITI
64556.0463	*****
64556.0475	COASTER
64559.1367	FEEDBACK
64560.1486	ITI
64560.6627	*****
64560.6638	COASTER
64563.753	FEEDBACK
64564.7651	ITI
64565.2788	*****
64565.2799	COASTER
64568.3526	FEEDBACK
64569.3655	ITI
64569.8784	*****
64569.8795	COASTER
64572.9689	FEEDBACK
64573.9816	ITI
64574.4939	*****
64574.4944	COASTER
64577.585	FEEDBACK
64578.5979	ITI
64579.1107	*****
64579.1118	COASTER
64582.2012	FEEDBACK
64583.2142	ITI
64583.727	*****
64583.7282	COASTER
64586.8174	FEEDBACK
64587.8296	ITI
64588.3432	*****
64588.3444	COASTER
64591.4336	FEEDBACK
64592.4466	ITI
64592.9594	*****
64592.9606	COASTER
64596.05	FEEDBACK
64597.0628	ITI
64597.5757	*****
64597.5768	COASTER
64600.6825	FEEDBACK
64601.6956	ITI
64602.2085	*****
64602.209	COASTER
64605.2989	FEEDBACK
64606.3117	ITI
64606.8248	*****
64606.8259	COASTER
64609.9151	FEEDBACK
64610.9277	ITI
64611.4409	*****
64611.442	COASTER
64614.5313	FEEDBACK
64615.5442	ITI
64616.0571	*****
64616.0582	COASTER
64619.1467	FEEDBACK
64620.1605	ITI
64620.6731	*****
64620.6737	COASTER
64623.7627	FEEDBACK
64624.7767	ITI
64625.2897	*****
64625.2908	COASTER
64628.3799	FEEDBACK
64629.3929	ITI
64629.9059	*****
64629.9063	COASTER
64632.9955	FEEDBACK
64634.0091	ITI
64634.522	*****
64634.5231	COASTER
64637.6124	FEEDBACK
64638.6254	ITI
64639.1382	*****
64639.1393	COASTER
64642.228	FEEDBACK
64643.2406	ITI
64643.7544	*****
64643.7555	COASTER
64646.8447	FEEDBACK
64647.8578	ITI
64648.3706	*****
64648.3717	COASTER
64651.4603	FEEDBACK
64652.4739	ITI
