2 77.2122 95.05 -1 
1 14.5031 92.42 -1 
1 25.4482 100.21 -1 
1 21.4051 83.87 -1 
2 34.3744 39.26 -1 
2 22.8135 39.00 -1 
2 32.0301 23.97 -1 
2 16.8104 39.08 -1 
1 43.2414 96.26 -1 
1 1.0073 60.52 -1 
1 25.3416 83.35 -1 
2 68.3320 43.64 -1 
2 47.6763 28.23 -1 
1 38.0017 104.71 -1 
1 7.1502 108.11 -1 
1 42.5943 88.00 -1 
1 1.1903 82.64 -1 
1 36.1970 70.49 -1 
1 12.1740 103.49 -1 
1 21.3187 88.78 -1 
1 4.8481 80.50 -1 
1 49.7492 99.39 -1 
2 44.3956 48.06 -1 
1 39.7470 74.51 -1 
1 25.4095 93.78 -1 
1 27.9421 77.74 -1 
2 81.0698 24.63 -1 
1 36.0498 86.19 -1 
1 2.6190 101.99 -1 
2 9.0258 56.33 -1 
2 42.2771 53.80 -1 
2 25.7771 52.15 -1 
1 46.6937 60.54 -1 
1 3.4594 77.25 -1 
2 20.6868 59.62 -1 
1 7.2304 89.47 -1 
2 67.1355 59.28 -1 
2 50.4146 30.00 -1 
2 69.0378 93.89 -1 
1 10.5660 73.54 -1 
2 67.4463 42.79 -1 
2 80.6794 58.38 -1 
1 5.1106 102.81 -1 
2 32.9176 16.57 -1 
2 70.3346 102.72 -1 
1 33.8225 85.03 -1 
2 83.6876 86.16 -1 
2 17.3352 34.58 -1 
2 78.2295 102.49 -1 
2 7.3253 33.28 -1 
1 1.4832 69.12 -1 
1 4.3953 82.56 -1 
1 33.6111 105.11 -1 
2 70.8466 61.34 -1 
2 99.8290 65.73 -1 
2 13.9886 17.31 -1 
2 61.8051 98.06 -1 
2 85.3101 74.24 -1 
2 20.7809 34.30 -1 
2 43.2721 34.84 -1 
2 17.8069 37.42 -1 
1 23.1046 79.74 -1 
1 44.1872 63.71 -1 
2 70.7919 47.83 -1 
2 39.6869 25.18 -1 
1 29.0407 78.87 -1 
1 37.6900 68.30 -1 
1 42.2996 107.22 -1 
1 13.9228 103.19 -1 
2 61.2690 45.23 -1 
1 17.1239 95.77 -1 
2 47.4321 23.80 -1 
1 49.9780 87.25 -1 
2 97.3953 27.95 -1 
2 73.2647 78.43 -1 
2 91.3002 38.52 -1 
2 97.1185 27.45 -1 
2 88.9720 52.45 -1 
1 15.0653 78.38 -1 
2 96.6506 11.17 -1 
1 20.1686 66.65 -1 
1 25.4157 61.31 -1 
2 93.5733 93.41 -1 
1 28.4995 95.28 -1 
1 21.3873 96.61 -1 
1 35.0354 66.10 -1 
1 21.8684 90.62 -1 
1 11.6293 64.81 -1 
1 10.3187 89.87 -1 
1 44.2662 97.06 -1 
1 43.8414 79.60 -1 
2 78.6517 69.67 -1 
2 57.6043 53.05 -1 
1 42.8528 82.30 -1 
1 29.4874 88.46 -1 
2 79.4452 35.83 -1 
2 83.3222 26.13 -1 
1 18.8577 65.14 -1 
2 82.9473 53.32 -1 
1 23.8601 83.85 -1 
1 13.5744 92.95 -1 
2 85.3852 61.97 -1 
1 21.9925 88.72 -1 
2 82.7667 62.97 -1 
2 72.8420 84.21 -1 
1 47.5300 109.64 -1 
2 44.3813 45.71 -1 
1 28.6866 89.37 -1 
1 28.8220 101.56 -1 
2 82.9605 85.37 -1 
1 31.2110 90.86 -1 
2 8.9283 49.85 -1 
1 49.8420 95.20 -1 
1 12.6033 81.05 -1 
1 11.1736 60.68 -1 
1 22.6398 98.22 -1 
1 2.5139 107.88 -1 
2 59.3710 37.92 -1 
2 91.4936 37.15 -1 
1 14.4822 64.52 -1 
1 32.4556 64.15 -1 
2 85.9716 101.46 -1 
1 36.5688 100.67 -1 
2 36.7210 27.34 -1 
1 7.1515 76.65 -1 
1 8.1299 71.66 -1 
1 6.8039 88.88 -1 
2 90.2406 38.55 -1 
1 28.6854 64.34 -1 
2 66.3733 62.51 -1 
1 44.5223 75.64 -1 
2 57.5426 76.53 -1 
1 14.4777 75.82 -1 
2 21.3148 19.83 -1 
2 25.1753 15.39 -1 
1 43.0328 101.76 -1 
1 18.1259 72.62 -1 
1 1.5439 92.12 -1 
1 7.9475 66.69 -1 
2 98.1094 66.35 -1 
2 7.1512 47.54 -1 
1 39.6318 90.80 -1 
2 83.8351 63.28 -1 
2 68.6708 36.73 -1 
1 30.2796 75.56 -1 
1 37.2867 89.75 -1 
2 91.1095 61.66 -1 
2 69.3313 92.23 -1 
2 50.7195 46.88 -1 
1 5.2293 103.95 -1 
2 65.3874 85.57 -1 
1 17.5331 107.67 -1 
2 7.1843 51.53 -1 
1 39.6498 87.73 -1 
2 32.1908 26.82 -1 
2 65.0509 24.43 -1 
1 12.4211 76.66 -1 
1 34.3043 109.88 -1 
1 27.4910 70.28 -1 
2 49.2993 30.91 -1 
1 35.3923 91.58 -1 
2 99.8987 101.19 -1 
2 85.2143 73.84 -1 
1 1.6825 83.02 -1 
2 81.0001 35.82 -1 
1 35.2911 81.04 -1 
1 16.1938 81.90 -1 
1 30.9152 102.92 -1 
1 20.2746 62.77 -1 
2 52.9218 10.41 -1 
2 62.1014 32.19 -1 
1 13.4111 63.88 -1 
1 18.9189 68.96 -1 
2 16.1050 30.06 -1 
2 89.6611 41.90 -1 
2 98.5778 29.91 -1 
2 35.0110 31.90 -1 
1 30.5702 108.99 -1 
2 38.0305 40.53 -1 
2 12.1002 11.16 -1 
1 30.7266 66.64 -1 
2 80.0195 60.08 -1 
2 37.3270 11.95 -1 
1 17.6722 77.90 -1 
1 44.4727 79.07 -1 
2 97.4825 31.85 -1 
1 8.1907 107.51 -1 
1 27.1917 92.69 -1 
1 2.1868 91.08 -1 
2 67.2283 75.72 -1 
1 33.9471 62.32 -1 
2 75.7500 80.04 -1 
2 23.3742 12.55 -1 
2 88.3454 15.28 -1 
2 34.3517 20.69 -1 
2 50.4950 41.37 -1 
2 5.7479 16.18 -1 
1 29.5433 79.49 -1 
1 39.9987 96.53 -1 
2 65.8552 12.00 -1 
2 53.3649 63.01 -1 
1 33.4149 72.89 -1 
2 3.9211 46.75 -1 
1 36.6800 74.50 -1 
1 45.4413 107.39 -1 
1 3.9221 85.57 -1 
1 32.7577 103.46 -1 
1 5.4177 75.83 -1 
1 2.3265 105.82 -1 
2 80.7901 75.51 -1 
1 29.0646 99.87 -1 
2 62.7385 38.33 -1 
1 16.4436 62.77 -1 
2 51.9905 85.80 -1 
2 42.5408 16.75 -1 
2 80.4899 85.49 -1 
2 55.9018 77.98 -1 
2 37.5005 59.44 -1 
2 92.0747 70.78 -1 
2 63.3241 10.95 -1 
1 28.2760 82.65 -1 
2 33.9360 33.80 -1 
2 7.2069 38.76 -1 
1 28.0547 71.91 -1 
2 72.9888 17.35 -1 
1 28.9576 93.59 -1 
1 11.2412 69.31 -1 
1 29.4430 89.11 -1 
1 39.2981 68.71 -1 
2 31.2755 23.04 -1 
1 11.8081 103.86 -1 
1 44.8888 109.86 -1 
1 20.1936 84.82 -1 
2 71.0783 98.86 -1 
2 56.0022 40.81 -1 
2 55.9962 97.85 -1 
2 8.5467 42.84 -1 
1 38.6711 95.12 -1 
1 30.6964 65.01 -1 
2 91.4319 102.29 -1 
2 82.2047 27.08 -1 
2 21.4473 40.61 -1 
2 34.0460 27.14 -1 
2 83.6277 72.81 -1 
2 50.3356 20.51 -1 
1 22.8419 89.86 -1 
2 89.2358 98.06 -1 
1 7.7869 60.54 -1 
2 97.6794 52.44 -1 
1 14.1493 80.25 -1 
1 29.3187 92.84 -1 
1 10.7979 75.63 -1 
2 18.5643 34.53 -1 
1 28.2665 95.85 -1 
2 90.7186 103.73 -1 
2 60.7206 43.84 -1 
1 34.0927 107.57 -1 
1 47.0787 101.98 -1 
2 68.5244 65.17 -1 
2 97.1293 10.09 -1 
1 28.1504 78.65 -1 
2 95.6620 85.70 -1 
1 40.6180 72.97 -1 
1 37.6209 104.25 -1 
1 48.9545 82.84 -1 
1 44.3989 101.60 -1 
2 99.9454 95.25 -1 
1 7.3507 65.07 -1 
1 44.3397 89.36 -1 
2 1.1905 24.31 -1 
2 80.9895 104.99 -1 
2 55.8417 61.43 -1 
2 48.6963 15.07 -1 
1 42.5902 80.88 -1 
2 80.4918 79.76 -1 
2 72.6330 104.18 -1 
2 40.7669 19.56 -1 
1 44.7654 100.86 -1 
1 48.6980 96.01 -1 
1 29.1118 72.59 -1 
1 29.0015 95.24 -1 
1 1.2575 64.73 -1 
2 63.9135 36.81 -1 
2 88.7813 71.19 -1 
1 49.2363 103.64 -1 
1 48.6437 88.74 -1 
1 7.6318 83.79 -1 
1 3.1050 88.55 -1 
1 31.7302 90.90 -1 
2 60.1023 41.07 -1 
1 38.4765 105.81 -1 
1 31.3870 85.54 -1 
1 43.1953 62.00 -1 
1 12.6200 107.30 -1 
2 28.1220 59.03 -1 
1 24.7181 70.69 -1 
2 66.0235 25.42 -1 
1 23.0783 75.27 -1 
1 39.4875 86.17 -1 
1 46.9499 105.93 -1 
1 5.3369 88.72 -1 
2 71.3203 58.86 -1 
2 91.3570 22.08 -1 
1 6.0639 63.56 -1 
1 39.1890 77.71 -1 
1 31.4126 87.22 -1 
2 60.9091 108.39 -1 
2 58.0774 65.60 -1 
2 51.9708 35.56 -1 
2 90.7102 46.17 -1 
1 10.5371 61.63 -1 
1 1.1331 93.53 -1 
2 48.6940 25.71 -1 
1 8.2495 60.26 -1 
1 36.7737 103.43 -1 
1 41.5689 71.89 -1 
1 19.7821 60.89 -1 
1 31.7906 96.77 -1 
1 40.8595 65.43 -1 
1 48.6391 67.82 -1 
2 51.9624 31.51 -1 
2 52.6344 42.21 -1 
2 81.8471 73.06 -1 
1 26.7574 94.74 -1 
2 73.7743 109.91 -1 
2 43.3968 58.99 -1 
1 48.8113 97.51 -1 
2 99.2820 62.14 -1 
2 69.9679 82.87 -1 
1 46.0360 77.20 -1 
1 33.1304 89.58 -1 
1 6.8192 99.03 -1 
1 9.9032 78.26 -1 
1 48.1299 87.16 -1 
2 63.9114 43.25 -1 
1 14.8065 107.35 -1 
1 42.5558 87.48 -1 
1 7.9952 104.91 -1 
2 94.5869 104.75 -1 
1 23.3559 62.33 -1 
1 15.7116 97.15 -1 
2 97.2959 96.48 -1 
2 45.1485 52.98 -1 
2 92.4316 71.66 -1 
1 48.7541 95.03 -1 
2 59.2052 95.59 -1 
1 35.4889 68.72 -1 
2 35.7560 15.64 -1 
1 42.7061 66.33 -1 
1 50.3551 66.59 -1 
2 79.3262 57.43 -1 
1 11.2527 78.72 -1 
1 37.7647 86.47 -1 
2 68.3967 54.34 -1 
1 44.3703 61.21 -1 
1 6.9572 70.61 -1 
2 85.0780 80.76 -1 
2 3.5133 14.50 -1 
1 29.7753 88.26 -1 
2 36.8234 12.75 -1 
2 53.4255 79.34 -1 
1 19.9844 63.92 -1 
2 95.2545 71.37 -1 
1 10.0305 107.89 -1 
2 76.0072 57.81 -1 
2 89.3356 23.59 -1 
2 89.9729 26.35 -1 
1 8.9155 93.12 -1 
1 28.8523 96.95 -1 
2 88.1677 10.47 -1 
1 43.8342 102.58 -1 
1 6.3827 63.82 -1 
2 25.6094 56.31 -1 
