2.000000	83.349600	73.690000	-1.000000	w
1.000000	25.297600	55.430000	-1.000000	q
1.000000	52.615000	84.050000	-1.000000	q
2.000000	37.025300	27.670000	-1.000000	w
1.000000	40.601700	64.450000	-1.000000	q
2.000000	57.229000	45.510000	-1.000000	w
1.000000	52.132500	82.250000	-1.000000	q
1.000000	31.448200	59.410000	-1.000000	q
2.000000	85.331800	76.810000	-1.000000	w
1.000000	61.438500	89.960000	-1.000000	q
1.000000	13.151100	46.170000	-1.000000	q
1.000000	32.462400	51.380000	-1.000000	q
1.000000	35.834100	63.860000	-1.000000	q
2.000000	67.851000	56.520000	-1.000000	w
2.000000	64.641200	59.420000	-1.000000	w
2.000000	78.955600	72.400000	-1.000000	w
2.000000	85.418300	74.850000	-1.000000	w
1.000000	51.036700	77.750000	-1.000000	q
1.000000	47.284400	74.840000	-1.000000	q
2.000000	52.030800	45.310000	-1.000000	w
1.000000	45.293000	71.330000	-1.000000	q
2.000000	39.045400	33.410000	-1.000000	w
2.000000	46.974500	28.350000	-1.000000	w
2.000000	60.029600	51.040000	-1.000000	w
2.000000	59.830000	52.720000	-1.000000	w
2.000000	76.136200	60.520000	-1.000000	w
2.000000	53.371800	41.650000	-1.000000	w
1.000000	35.331200	68.440000	-1.000000	q
2.000000	77.998700	69.300000	-1.000000	w
2.000000	51.069400	44.780000	-1.000000	w
1.000000	47.119800	70.930000	-1.000000	q
2.000000	57.505700	38.460000	-1.000000	w
1.000000	46.946400	69.520000	-1.000000	q
1.000000	62.714800	88.500000	-1.000000	q
1.000000	12.618900	39.810000	-1.000000	q
1.000000	55.461000	79.680000	-1.000000	q
2.000000	98.408400	83.650000	-1.000000	w
2.000000	61.490800	51.690000	-1.000000	w
2.000000	62.310300	51.610000	-1.000000	w
2.000000	68.656400	54.960000	-1.000000	w
1.000000	14.539000	35.970000	-1.000000	q
2.000000	86.642200	71.880000	-1.000000	w
1.000000	38.410000	62.150000	-1.000000	q
2.000000	42.301100	41.850000	-1.000000	w
1.000000	50.519800	74.700000	-1.000000	q
1.000000	33.523600	64.100000	-1.000000	q
2.000000	59.594800	42.400000	-1.000000	w
1.000000	46.024300	76.760000	-1.000000	q
1.000000	51.144000	75.730000	-1.000000	q
2.000000	60.992400	61.140000	-1.000000	w
2.000000	67.436600	55.450000	-1.000000	w
2.000000	41.875300	28.710000	-1.000000	w
2.000000	67.687300	56.300000	-1.000000	w
1.000000	27.944100	59.050000	-1.000000	q
1.000000	40.275700	68.740000	-1.000000	q
1.000000	51.448000	76.160000	-1.000000	q
1.000000	48.390400	71.520000	-1.000000	q
2.000000	35.119400	20.170000	-1.000000	w
2.000000	28.825600	12.590000	-1.000000	w
1.000000	38.025000	70.280000	-1.000000	q
2.000000	91.325400	84.400000	-1.000000	w
2.000000	83.279300	65.570000	-1.000000	w
2.000000	97.554900	88.970000	-1.000000	w
2.000000	70.876300	66.890000	-1.000000	w
1.000000	42.240300	65.400000	-1.000000	q
2.000000	57.997400	40.210000	-1.000000	w
1.000000	63.690900	86.500000	-1.000000	q
1.000000	44.349900	81.410000	-1.000000	q
1.000000	27.635900	50.510000	-1.000000	q
2.000000	54.770100	45.870000	-1.000000	w
1.000000	11.614100	38.560000	-1.000000	q
2.000000	51.181700	45.260000	-1.000000	w
1.000000	35.170500	62.990000	-1.000000	q
2.000000	36.476600	31.880000	-1.000000	w
1.000000	34.193200	65.290000	-1.000000	q
2.000000	47.273800	37.930000	-1.000000	w
1.000000	27.039400	45.800000	-1.000000	q
2.000000	70.196700	56.710000	-1.000000	w
2.000000	53.060000	49.880000	-1.000000	w
1.000000	64.537800	94.600000	-1.000000	q
2.000000	54.282200	44.230000	-1.000000	w
1.000000	33.484300	58.880000	-1.000000	q
1.000000	25.783600	49.410000	-1.000000	q
1.000000	59.165500	89.650000	-1.000000	q
2.000000	81.547400	72.330000	-1.000000	w
1.000000	8.316900	35.070000	-1.000000	q
2.000000	66.533900	63.510000	-1.000000	w
2.000000	47.493800	33.760000	-1.000000	w
1.000000	20.310800	50.270000	-1.000000	q
1.000000	18.265000	43.640000	-1.000000	q
2.000000	77.534700	67.070000	-1.000000	w
2.000000	71.528000	61.900000	-1.000000	w
1.000000	37.054500	63.870000	-1.000000	q
1.000000	39.409900	65.950000	-1.000000	q
2.000000	47.702900	36.710000	-1.000000	w
2.000000	72.326400	64.160000	-1.000000	w
1.000000	58.675900	81.130000	-1.000000	q
1.000000	31.663000	52.220000	-1.000000	q
2.000000	57.586700	47.310000	-1.000000	w
1.000000	25.217100	50.840000	-1.000000	q
1.000000	66.433800	93.630000	-1.000000	q
1.000000	25.670500	53.380000	-1.000000	q
2.000000	29.915100	25.190000	-1.000000	w
1.000000	38.027700	62.610000	-1.000000	q
2.000000	74.281300	57.330000	-1.000000	w
2.000000	72.196100	63.580000	-1.000000	w
1.000000	26.387700	59.290000	-1.000000	q
2.000000	54.035500	47.200000	-1.000000	w
2.000000	38.265100	35.770000	-1.000000	w
2.000000	60.163900	47.510000	-1.000000	w
2.000000	49.520700	32.200000	-1.000000	w
2.000000	66.083000	46.610000	-1.000000	w
1.000000	46.883300	73.090000	-1.000000	q
2.000000	70.127100	61.400000	-1.000000	w
2.000000	68.329700	54.690000	-1.000000	w
1.000000	33.600500	64.100000	-1.000000	q
1.000000	53.213800	81.400000	-1.000000	q
2.000000	76.341800	70.160000	-1.000000	w
1.000000	39.127500	64.400000	-1.000000	q
1.000000	48.230500	72.340000	-1.000000	q
1.000000	70.163800	98.810000	-1.000000	q
2.000000	73.746600	66.130000	-1.000000	w
1.000000	55.793900	74.310000	-1.000000	q
2.000000	27.052700	11.900000	-1.000000	w
2.000000	58.020400	52.800000	-1.000000	w
1.000000	47.170200	68.490000	-1.000000	q
2.000000	48.476100	45.280000	-1.000000	w
2.000000	93.426000	84.480000	-1.000000	w
2.000000	66.785900	55.090000	-1.000000	w
1.000000	48.065900	74.420000	-1.000000	q
2.000000	52.366400	48.690000	-1.000000	w
2.000000	54.922800	47.450000	-1.000000	w
1.000000	29.883500	49.380000	-1.000000	q
1.000000	50.229400	78.740000	-1.000000	q
1.000000	60.971200	82.730000	-1.000000	q
2.000000	56.072700	45.700000	-1.000000	w
2.000000	52.645800	49.360000	-1.000000	w
2.000000	79.810400	68.960000	-1.000000	w
2.000000	76.929500	68.190000	-1.000000	w
1.000000	61.315900	90.960000	-1.000000	q
2.000000	46.307600	38.430000	-1.000000	w
1.000000	26.057600	59.130000	-1.000000	q
1.000000	40.056300	71.000000	-1.000000	q
1.000000	24.149400	53.870000	-1.000000	q
2.000000	47.139000	44.050000	-1.000000	w
1.000000	24.680400	44.170000	-1.000000	q
2.000000	67.599800	58.110000	-1.000000	w
2.000000	69.097200	62.350000	-1.000000	w
2.000000	72.626800	58.680000	-1.000000	w
2.000000	66.740500	57.640000	-1.000000	w
2.000000	28.608500	18.610000	-1.000000	w
2.000000	94.158200	78.040000	-1.000000	w
1.000000	13.067800	41.070000	-1.000000	q
2.000000	82.296100	77.420000	-1.000000	w
2.000000	30.753800	17.240000	-1.000000	w
1.000000	46.927800	76.700000	-1.000000	q
2.000000	40.285300	28.210000	-1.000000	w
2.000000	35.864700	33.680000	-1.000000	w
1.000000	33.688800	63.560000	-1.000000	q
2.000000	46.921200	32.320000	-1.000000	w
1.000000	52.163000	78.490000	-1.000000	q
1.000000	58.723800	82.650000	-1.000000	q
2.000000	64.792900	52.740000	-1.000000	w
1.000000	13.630700	41.590000	-1.000000	q
1.000000	33.479800	59.570000	-1.000000	q
2.000000	68.077900	58.870000	-1.000000	w
1.000000	51.552700	75.400000	-1.000000	q
2.000000	80.129300	73.450000	-1.000000	w
2.000000	39.060900	36.920000	-1.000000	w
1.000000	38.127600	71.830000	-1.000000	q
1.000000	26.440100	56.280000	-1.000000	q
2.000000	32.387400	28.460000	-1.000000	w
1.000000	24.806500	51.600000	-1.000000	q
1.000000	14.136000	48.550000	-1.000000	q
1.000000	25.162200	47.630000	-1.000000	q
2.000000	64.675400	57.320000	-1.000000	w
1.000000	44.262100	70.250000	-1.000000	q
1.000000	70.932700	95.720000	-1.000000	q
1.000000	23.310100	50.510000	-1.000000	q
1.000000	50.010500	81.630000	-1.000000	q
1.000000	68.343600	100.410000	-1.000000	q
2.000000	30.599700	21.330000	-1.000000	w
1.000000	55.674300	83.260000	-1.000000	q
1.000000	45.594600	65.420000	-1.000000	q
2.000000	68.056600	57.830000	-1.000000	w
1.000000	40.065900	68.200000	-1.000000	q
1.000000	12.747800	40.360000	-1.000000	q
1.000000	39.090100	63.680000	-1.000000	q
2.000000	67.166500	51.860000	-1.000000	w
1.000000	40.189000	61.670000	-1.000000	q
2.000000	65.478900	54.090000	-1.000000	w
2.000000	87.981300	77.110000	-1.000000	w
2.000000	79.532000	62.640000	-1.000000	w
1.000000	17.511500	47.290000	-1.000000	q
2.000000	59.183900	49.820000	-1.000000	w
1.000000	39.909800	69.640000	-1.000000	q
1.000000	33.135000	60.430000	-1.000000	q
1.000000	10.655000	35.920000	-1.000000	q
1.000000	15.613000	37.980000	-1.000000	q
2.000000	40.503700	24.710000	-1.000000	w
2.000000	41.276500	32.740000	-1.000000	w
2.000000	49.831100	43.670000	-1.000000	w
1.000000	84.337800	108.850000	-1.000000	q
1.000000	33.009200	55.350000	-1.000000	q
1.000000	48.386700	81.050000	-1.000000	q
2.000000	47.133400	36.880000	-1.000000	w
1.000000	18.388700	37.970000	-1.000000	q
2.000000	67.865300	60.930000	-1.000000	w
2.000000	57.120900	48.850000	-1.000000	w
1.000000	50.348300	75.630000	-1.000000	q
2.000000	43.625700	36.290000	-1.000000	w
1.000000	64.246900	95.050000	-1.000000	q
1.000000	31.575200	60.070000	-1.000000	q
1.000000	38.909300	72.670000	-1.000000	q
1.000000	44.661900	78.010000	-1.000000	q
2.000000	79.510600	67.470000	-1.000000	w
1.000000	37.998000	59.310000	-1.000000	q
2.000000	41.107500	34.320000	-1.000000	w
1.000000	37.637000	59.910000	-1.000000	q
2.000000	46.439700	32.850000	-1.000000	w
2.000000	56.100400	38.390000	-1.000000	w
1.000000	35.402200	67.140000	-1.000000	q
2.000000	49.065300	48.020000	-1.000000	w
1.000000	47.929300	82.780000	-1.000000	q
2.000000	56.512900	49.180000	-1.000000	w
1.000000	6.643700	30.570000	-1.000000	q
1.000000	18.677500	57.310000	-1.000000	q
1.000000	51.036400	81.410000	-1.000000	q
1.000000	33.915900	54.070000	-1.000000	q
2.000000	87.917000	81.810000	-1.000000	w
2.000000	62.013600	57.610000	-1.000000	w
2.000000	65.692300	54.620000	-1.000000	w
2.000000	64.709600	59.350000	-1.000000	w
2.000000	56.558000	43.450000	-1.000000	w
2.000000	100.000000	89.880000	-1.000000	w
2.000000	60.402600	52.520000	-1.000000	w
1.000000	45.336600	73.660000	-1.000000	q
2.000000	54.784100	51.350000	-1.000000	w
1.000000	70.938600	93.950000	-1.000000	q
2.000000	44.240900	40.920000	-1.000000	w
1.000000	56.437400	87.530000	-1.000000	q
2.000000	37.407500	33.640000	-1.000000	w
2.000000	55.138800	40.860000	-1.000000	w
1.000000	75.196400	100.430000	-1.000000	q
2.000000	32.553000	22.250000	-1.000000	w
1.000000	55.535800	80.440000	-1.000000	q
1.000000	32.090700	67.010000	-1.000000	q
1.000000	20.816000	57.630000	-1.000000	q
2.000000	48.260200	43.520000	-1.000000	w
1.000000	10.792800	44.200000	-1.000000	q
2.000000	70.446400	57.790000	-1.000000	w
1.000000	52.203300	84.300000	-1.000000	q
2.000000	62.680900	48.430000	-1.000000	w
2.000000	36.458200	29.720000	-1.000000	w
1.000000	39.728500	62.900000	-1.000000	q
2.000000	36.626600	33.920000	-1.000000	w
1.000000	24.150600	51.250000	-1.000000	q
1.000000	45.494600	67.900000	-1.000000	q
2.000000	70.116700	56.130000	-1.000000	w
2.000000	39.159600	34.550000	-1.000000	w
2.000000	55.923300	52.460000	-1.000000	w
1.000000	21.458400	47.840000	-1.000000	q
1.000000	46.610200	74.170000	-1.000000	q
2.000000	68.147900	61.140000	-1.000000	w
1.000000	61.195800	89.900000	-1.000000	q
1.000000	45.431200	68.750000	-1.000000	q
1.000000	43.343600	68.310000	-1.000000	q
1.000000	12.584000	42.250000	-1.000000	q
2.000000	58.364300	42.130000	-1.000000	w
1.000000	40.468000	60.690000	-1.000000	q
2.000000	30.097000	23.480000	-1.000000	w
1.000000	63.727300	91.530000	-1.000000	q
2.000000	39.373200	36.150000	-1.000000	w
2.000000	58.302200	54.230000	-1.000000	w
2.000000	26.528800	21.580000	-1.000000	w
2.000000	88.296400	77.570000	-1.000000	w
2.000000	83.624800	69.700000	-1.000000	w
1.000000	71.007700	94.430000	-1.000000	q
1.000000	21.992800	42.950000	-1.000000	q
1.000000	36.520700	65.450000	-1.000000	q
2.000000	59.318100	46.650000	-1.000000	w
2.000000	60.829700	48.390000	-1.000000	w
1.000000	11.713000	41.010000	-1.000000	q
2.000000	57.056800	48.000000	-1.000000	w
2.000000	45.030600	29.930000	-1.000000	w
1.000000	55.462200	83.870000	-1.000000	q
1.000000	47.385300	84.230000	-1.000000	q
2.000000	42.588400	30.610000	-1.000000	w
2.000000	54.312000	40.610000	-1.000000	w
2.000000	77.722800	63.660000	-1.000000	w
2.000000	47.863200	33.150000	-1.000000	w
2.000000	66.973200	55.820000	-1.000000	w
1.000000	54.060800	80.950000	-1.000000	q
1.000000	43.890900	64.210000	-1.000000	q
2.000000	33.229100	17.570000	-1.000000	w
2.000000	73.782200	64.540000	-1.000000	w
2.000000	46.599600	34.630000	-1.000000	w
2.000000	31.461800	28.730000	-1.000000	w
1.000000	60.531900	85.840000	-1.000000	q
2.000000	75.760700	70.010000	-1.000000	w
