2	60.4026	52.52	-1
2	54.312	40.61	-1
2	67.6873	56.3	-1
2	56.5219	53.33	-1
2	83.6248	69.7	-1
2	35.4877	32.41	-1
2	73.7466	66.13	-1
2	49.5207	32.2	-1
2	47.4938	33.76	-1
2	72.2148	53.32	-1
2	57.5867	47.31	-1
2	55.9233	52.46	-1
2	66.7405	57.64	-1
2	72.3264	64.16	-1
2	64.6412	59.42	-1
2	47.8632	33.15	-1
2	58.3022	54.23	-1
2	76.1362	60.52	-1
2	74.8969	66.57	-1
2	35.6375	17.61	-1
2	80.1293	73.45	-1
2	70.4464	57.79	-1
2	54.7701	45.87	-1
2	59.2293	48.67	-1
2	28.6085	18.61	-1
2	70.1167	56.13	-1
2	91.3254	84.4	-1
2	56.0727	45.7	-1
2	68.2976	54.22	-1
2	65.2611	47.62	-1
2	75.8809	65.11	-1
2	72.8882	67.67	-1
2	56.5129	49.18	-1
2	64.1289	50.63	-1
2	63.4066	53.56	-1
2	75.8848	65.97	-1
2	62.0136	57.61	-1
2	60.0296	51.04	-1
2	64.7929	52.74	-1
2	52.0308	45.31	-1
2	41.8753	28.71	-1
2	93.426	84.48	-1
2	76.3418	70.16	-1
2	57.9759	44.61	-1
2	63.6154	55.37	-1
2	65.4789	54.09	-1
2	69.0546	59.27	-1
2	67.5998	58.11	-1
2	36.2911	29.09	-1
2	49.0653	48.02	-1
2	35.8647	33.68	-1
2	78.9556	72.4	-1
2	68.4089	62.58	-1
2	87.1318	73.58	-1
2	67.8682	65.78	-1
2	17.4043	10	-1
2	67.1665	51.86	-1
2	85.4183	74.85	-1
2	66.9141	54.24	-1
2	87.0774	82.62	-1
2	31.9848	19.12	-1
2	75.2479	67.7	-1
2	77.5347	67.07	-1
2	41.2765	32.74	-1
2	22.1774	15.47	-1
2	39.8393	37.65	-1
2	30.097	23.48	-1
2	35.6062	26.36	-1
2	97.5549	88.97	-1
2	72.243	58.58	-1
2	45.1312	37.45	-1
2	74.2628	65.64	-1
2	72.8874	60.51	-1
2	94.1582	78.04	-1
2	17.6361	10.04	-1
2	71.528	61.9	-1
2	35.1194	20.17	-1
2	56.1491	52.55	-1
2	72.6641	69.91	-1
2	60.9924	61.14	-1
2	46.9212	32.32	-1
2	58.802	48.16	-1
2	39.0454	33.41	-1
2	82.3695	74.02	-1
2	67.8653	60.93	-1
2	46.3076	38.43	-1
2	87.741	78.97	-1
2	57.9974	40.21	-1
2	70.1271	61.4	-1
2	49.8311	43.67	-1
2	41.5394	39.72	-1
2	53.892	45.19	-1
2	77.9987	69.3	-1
2	37.4075	33.64	-1
2	65.9549	57.97	-1
2	57.229	45.51	-1
2	61.3083	48.35	-1
2	28.8256	12.59	-1
2	52.7822	43.18	-1
2	68.1479	61.14	-1
2	68.0779	58.87	-1
2	60.8297	48.39	-1
2	33.6972	23.27	-1
2	52.6458	49.36	-1
2	86.6422	71.88	-1
2	46.7257	34.47	-1
2	64.4871	57.59	-1
2	76.1004	63.91	-1
2	51.53	49.16	-1
2	66.1223	57.95	-1
2	59.1094	52.35	-1
2	73.7243	64.49	-1
2	64.7116	54.17	-1
2	67.0669	65.71	-1
2	69.1003	61.43	-1
2	39.1596	34.55	-1
2	86.2017	71.29	-1
2	74.3992	62.29	-1
2	79.5106	67.47	-1
2	20.9764	16.64	-1
2	42.5884	30.61	-1
2	76.9295	68.19	-1
2	51.9897	39.07	-1
2	77.7228	63.66	-1
2	100	89.88	-1
2	59.5948	42.4	-1
2	46.6118	34.09	-1
2	39.0609	36.92	-1
2	31.9414	26.35	-1
2	44.0006	28.5	-1
2	48.4679	34.41	-1
2	64.8085	57.8	-1
2	68.2355	60.11	-1
2	60.1639	47.51	-1
2	54.9228	47.45	-1
2	41.5699	37.22	-1
2	75.7607	70.01	-1
2	46.4397	32.85	-1
2	70.8763	66.89	-1
2	63.9805	63.31	-1
2	66.4594	62.34	-1
2	71.3283	57	-1
2	51.1817	45.26	-1
2	32.553	22.25	-1
2	54.0355	47.2	-1
2	54.0995	48.99	-1
2	54.9409	49.86	-1
2	59.3878	52.6	-1
2	60.7801	57.3	-1
2	64.5868	56.04	-1
2	73.4448	61.88	-1
2	98.4084	83.65	-1
2	51.8177	44.64	-1
2	69.0061	61.64	-1
2	64.6754	57.32	-1
2	88.4728	78.1	-1
2	41.0658	36.78	-1
2	83.3496	73.69	-1
2	39.3732	36.15	-1
2	43.6257	36.29	-1
2	30.1393	26.33	-1
2	54.2822	44.23	-1
2	63.0976	48.94	-1
2	71.103	62.19	-1
2	79.532	62.64	-1
2	38.3772	29.5	-1
2	58.3946	49.06	-1
2	42.2269	40.95	-1
2	55.1388	40.86	-1
2	80.2631	79.98	-1
2	51.0694	44.78	-1
2	47.1334	36.88	-1
2	41.1075	34.32	-1
2	66.3039	48.89	-1
2	51.8978	39.24	-1
2	36.6266	33.92	-1
2	44.541	38.66	-1
2	76.627	67.76	-1
2	65.6923	54.62	-1
