1	30.148	57	-1
1	39.7834	65.26	-1
1	22.4794	46.49	-1
1	31.8789	56.87	-1
1	64.5378	94.6	-1
1	40.1362	63.88	-1
1	17.8844	50.45	-1
1	61.3159	90.96	-1
1	25.7836	49.41	-1
1	60.9712	82.73	-1
1	24.1494	53.87	-1
1	81.9936	110	-1
1	18.6775	57.31	-1
1	48.3904	71.52	-1
1	64.2469	95.05	-1
1	37.4821	56.49	-1
1	46.3543	77.33	-1
1	26.0576	59.13	-1
1	48.3867	81.05	-1
1	14.6073	48.15	-1
1	29.6956	52.04	-1
1	27.7609	53.41	-1
1	26.7437	60.18	-1
1	55.7939	74.31	-1
1	8.3169	35.07	-1
1	40.0659	68.2	-1
1	55.4575	88.62	-1
1	55.4911	80.55	-1
1	40.2853	69.24	-1
1	35.8341	63.86	-1
1	37.998	59.31	-1
1	26.4401	56.28	-1
1	45.293	71.33	-1
1	40.4538	64.66	-1
1	27.0394	45.8	-1
1	57.522	88.4	-1
1	47.2844	74.84	-1
1	57.8605	82.75	-1
1	70.1638	98.81	-1
1	29.1665	54.9	-1
1	32.3937	60.59	-1
1	52.2033	84.3	-1
1	33.4843	58.88	-1
1	25.1622	47.63	-1
1	49.2636	72.74	-1
1	63.9133	87.58	-1
1	19.3972	51.9	-1
1	32.0907	67.01	-1
1	11.6141	38.56	-1
1	35.996	58.61	-1
1	33.135	60.43	-1
1	35.4022	67.14	-1
1	39.5441	64.07	-1
1	79.0734	106.46	-1
1	20.4873	43.89	-1
1	50.6175	76.52	-1
1	49.1325	80	-1
1	61.29	85.47	-1
1	54.2626	79.81	-1
1	38.2574	71.19	-1
1	35.1705	62.99	-1
1	50.5153	77.75	-1
1	43.3436	68.31	-1
1	39.0901	63.68	-1
1	52.7219	77.17	-1
1	44.3499	81.41	-1
1	13.1511	46.17	-1
1	39.1275	64.4	-1
1	46.6102	74.17	-1
1	42.3536	68.72	-1
1	62.7148	88.5	-1
1	35.3626	56.32	-1
1	22.9459	51.96	-1
1	66.4338	93.63	-1
1	80.4022	104.94	-1
1	68.3436	100.41	-1
1	10.655	35.92	-1
1	33.9159	54.07	-1
1	52.163	78.49	-1
1	50.0105	81.63	-1
1	34.0411	58.67	-1
1	33.2891	55.22	-1
1	52.6487	81.17	-1
1	49.2665	74.96	-1
1	14.539	35.97	-1
1	20.816	57.63	-1
1	14.136	48.55	-1
1	20.8836	56.16	-1
1	45.9136	67.38	-1
1	51.0364	81.41	-1
1	1	34.01	-1
1	34.9101	69.27	-1
1	31.4482	59.41	-1
1	42.6237	74.45	-1
1	6.3148	33.13	-1
1	32.4624	51.38	-1
1	38.0277	62.61	-1
1	24.2069	51.29	-1
1	50.3483	75.63	-1
1	40.468	60.69	-1
1	33.0092	55.35	-1
1	55.5358	80.44	-1
1	5.2858	38.36	-1
1	24.5358	48.61	-1
1	40.6017	64.45	-1
1	33.5236	64.1	-1
1	12.584	42.25	-1
1	49.3943	77.3	-1
1	62.7485	81.47	-1
1	38.9093	72.67	-1
1	76.7801	96.95	-1
1	41.8451	68.76	-1
1	38.6062	68.14	-1
1	50.0121	71.21	-1
1	26.5458	52.82	-1
1	17.9746	54.77	-1
1	38.4109	71.32	-1
1	45.4312	68.75	-1
1	18.265	43.64	-1
1	56.9653	89.43	-1
1	20.7019	43.62	-1
1	36.2031	66.75	-1
1	26.1226	50.33	-1
1	12.7478	40.36	-1
1	32.1429	65.8	-1
1	35.035	59.41	-1
1	16.9576	40.69	-1
1	19.9132	45.69	-1
1	38.1276	71.83	-1
1	24.6767	54.07	-1
1	11.713	41.01	-1
1	66.8742	102.03	-1
1	71.0077	94.43	-1
1	27.9441	59.05	-1
1	41.3016	64.48	-1
1	43.6167	68.12	-1
1	62.5888	85.52	-1
1	51.448	76.16	-1
1	31.8807	64.76	-1
1	19.5854	49.02	-1
1	13.0678	41.07	-1
1	36.456	63.7	-1
1	52.1325	82.25	-1
1	45.3366	73.66	-1
1	24.1506	51.25	-1
1	53.9573	89.62	-1
1	51.826	84.62	-1
1	48.8245	76.87	-1
1	24.6804	44.17	-1
1	21.9928	42.95	-1
1	60.6834	91.27	-1
1	50.9588	74.19	-1
1	51.2882	77.02	-1
1	39.9098	69.64	-1
1	50.5198	74.7	-1
1	60.5319	85.84	-1
1	20.3108	50.27	-1
1	36.3044	66.27	-1
1	16.8704	41.74	-1
1	26.3877	59.29	-1
1	43.2231	68.88	-1
1	24.8065	51.6	-1
1	6.6437	30.57	-1
1	42.2403	65.4	-1
1	51.144	75.73	-1
1	49.0602	70.93	-1
1	55.6743	83.26	-1
1	40.9094	67.25	-1
1	14.2627	34.97	-1
1	39.0081	73.16	-1
1	9.4907	36.93	-1
1	13.6307	41.59	-1
1	31.5337	55.97	-1
1	27.6359	50.51	-1
1	32.329	56.69	-1
1	50.2294	78.74	-1
1	51.0367	77.75	-1
1	62.3115	92.39	-1
1	48.0659	74.42	-1
1	39.7285	62.9	-1
1	38.6006	69.58	-1
1	58.6759	81.13	-1
1	58.6281	82.54	-1
1	55.4622	83.87	-1
1	34.0514	50.69	-1
1	17.5115	47.29	-1
1	45.4946	67.9	-1
1	40.9071	60.05	-1
1	63.6909	86.5	-1
1	32.5971	59.49	-1
1	33.6005	64.1	-1
1	56.4374	87.53	-1
1	37.0545	63.87	-1
1	41.2181	61.42	-1
1	47.2258	84.02	-1
1	45.5946	65.42	-1
1	63.7273	91.53	-1
1	8.9953	42.36	-1
1	65.4487	94.06	-1
1	16.5371	46.46	-1
1	52.0498	81.55	-1
1	48.2072	67.75	-1
1	28.0514	51.25	-1
1	47.3853	84.23	-1
1	57.7581	83.88	-1
1	31.5752	60.07	-1
1	51.5527	75.4	-1
1	64.036	89.29	-1
1	42.3615	66.11	-1
1	49.4248	81.23	-1
1	15.613	37.98	-1
1	43.8503	69.14	-1
1	70.5276	98.45	-1
1	84.3378	108.85	-1
1	12.6189	39.81	-1
1	18.4037	44.05	-1
1	55.461	79.68	-1
1	44.2621	70.25	-1
1	25.6705	53.38	-1
1	34.1932	65.29	-1
1	72.8519	99.62	-1
1	52.615	84.05	-1
1	54.1167	80.05	-1
1	53.2138	81.4	-1
1	40.1108	67.94	-1
1	29.8835	49.38	-1
1	30.3067	60.56	-1
1	68.3753	94.64	-1
