292525.8389	WAITING...
292536.7488	START_LOOP
292536.7671	TREE
292538.7859	FEEDBACK_DELAY
292539.8122	FEEDBACK
292540.8265	ITI
292540.989	*** TTL ***
292541.0009	TREE
292543.0184	FEEDBACK_DELAY
292544.0284	FEEDBACK
292545.0429	ITI
292545.1886	*** TTL ***
292545.195	TREE
292547.22	FEEDBACK_DELAY
292548.2286	FEEDBACK
292549.244	ITI
292549.4774	*** TTL ***
292549.4847	TREE
292551.5032	FEEDBACK_DELAY
292552.5136	FEEDBACK
292553.5286	ITI
292553.6711	*** TTL ***
292553.6808	TREE
292555.7052	FEEDBACK_DELAY
292556.7147	FEEDBACK
292557.7291	ITI
292557.9649	*** TTL ***
292557.9677	JITTER
292559.0449	*** TTL ***
292559.0549	TREE
292561.0688	FEEDBACK_DELAY
292562.0782	FEEDBACK
292563.0925	ITI
292563.548	*** TTL ***
292563.5602	TREE
292565.5845	FEEDBACK_DELAY
292566.5948	FEEDBACK
292567.6091	ITI
292567.838	*** TTL ***
292567.8473	TREE
292569.8689	FEEDBACK_DELAY
292570.8789	FEEDBACK
292571.8925	ITI
292572.1375	*** TTL ***
292572.1529	TREE
292574.1695	FEEDBACK_DELAY
292575.1786	FEEDBACK
292576.1936	ITI
292576.2457	*** TTL ***
292576.255	JITTER
292577.4625	*** TTL ***
292577.4717	JITTER
292579.0926	*** TTL ***
292579.1017	JITTER
292580.2605	*** TTL ***
292580.263	JITTER
292581.438	*** TTL ***
292581.4547	TREE
